review_text,review_posted_date,review_header,review_rating,review_author
phone is perfect budget phone,24 May 2019,Awesm,5.0 ,Raja Gupta
"Terrific product in the price of 6000 Looks incredible when it's coms with blue color I buy the phone on 12oct and i am posting the review on 30oct, glad to say that There is no chance in the performance of the phone stills remain the same",30 Oct 2018,Best phone from MI,5.0 ,Moosa
"Xiaomi Redmi 6A smartphone was launched in June 2018. The phone comes with a 5.45-inch touchscreen display with a resolution of 720 pixels by 1440 pixels at a PPI of 295 pixels per inch. Xiaomi Redmi 6A price in India starts from Rs. 5,999. The Xiaomi Redmi 6A is powered by 2GHz quad-core (4x2GHz) processor and it comes with 2GB of RAM. The phone packs 16GB of internal storage that can be expanded up to 256GB via a microSD card. As far as the cameras are concerned, the Xiaomi Redmi 6A packs a 13-megapixel (f/2.2) primary camera on the rear and a 5-megapixel front shooter for selfies. The Xiaomi Redmi 6A is powered by a 3000mAh non removable battery. It measures 147.50 x 71.50 x 8.30 (height x width x thickness) and weighs 145.00 grams. The Xiaomi Redmi 6A is a dual SIM (GSM and GSM) smartphone that accepts Nano-SIM and Nano-SIM. Connectivity options include Wi-Fi, GPS, Bluetooth, USB OTG, Micro-USB, FM, Active 4G on both SIM cards, 3G and 4G (with support for Band 40 used by some LTE networks in India). Sensors on the phone include Face unlock, Compass/ Magnetometer, Proximity sensor, Accelerometer and Ambient light sensor. Go for this phone with amazone",30 Oct 2018,Excellent,5.0 ,Paramveer singh
"It's such an amazing budget phone. MI rocks. The display is so good. Sound is awesome. Camera works decent. It has face recognition which works well. Its design is amazing and the weight is so light. There was no lag in the phone. It works perfectly well for normal applications. Video quality is amazing. 4g works well. 5.45inch screen is big enough it's cool. I'm sure there are still lots of features in this 6k phone! Grab it before the introductory offer is gone, else you will end up paying 7k for same phone.",15 Oct 2018,Mi phones rock🤘,5.0 ,SFA
I had recently purchased MI 6A phone. But after 3 days of the purchase the phone started giving issues on the call quality. While the call is going on suddenly there is a drop of the voice where either side cannot hear each other. I did not expect this with MI phones as previous versions have been quite stable. This is unfortunate that the date of return is gone and now only the repair center will be doing the rest by taking another 15 days to fix the same.,13 Nov 2018,Worst experience with MI,1.0 ,yash
"During the call without headset, the display is not getting off so that, it resulting to adding another call and sometime hold the current calls without knowledge. While speaking the display should off to avoid such issues where proximity sensor is not functioning in the mobile, when check with customer care they are asking to format all the data's and handover the mobile to them for software update..., very much disappointed.., why cant we should have update directly from MI",14 Nov 2018,"proximity sensor is not working, big issue on mobile",1.0 ,KamalaKannan J
Good phone no doubt but the speaker is at the back is not working sometimes,02 Oct 2018,Battery & screen.,4.0 ,Bhupender
"My core requirements was a smart phone with a whatsapp in it, so I can always keep in touch with my parents without them much hesitating about how critical to use a new phone is. This certainly meets all the basic conventional requirements for the modern day era. Secondly the battery back up is quite decent with a 100 percent charge u can always browse and play with this phone for almost the entire day. In hibernation mode it should be atleast a 50percent more i.e 1.5 days without charging in between. Now, all u need is an internal memory card micro sd of atleast 64 gb because the inbuilt storage is quite less and wouldn’t suffice the load of data storage from hefty whatsapp groups let alone your music and photos. The face recognition works well however there’s a 2sec lag which shouldn’t be a very big deal provided the price tag of it. With a 2 GB Ram the phone doesn’t seem to be hanging till now, so all in all a cool phone.",11 Mar 2019,A truely Bang for the Buck,5.0 ,Sourav Mukherjee
I got this set on Sunday Amazon delivery is no doubt awesome phone battery do not looks 3000Mah it discharged in a day without much usage back cam is not great but front cam is good I hate Mi Ui apps it's annoying n full of ads,27 Sep 2018,Good but not meet expectations,2.0 ,Vaibhav Gupta
It's the best budget phone available. Could bag it in the very first sale at 8 am. Previously used mi phones and very much satisfied with it. Thanks to Amazon for making this available every two hours.,17 Oct 2018,Awesome phone at aggressive pricing.,5.0 ,Ashutosh
Working super fine,21 Oct 2018,Beast,5.0 ,Azaz Shabhai
love with this phone,29 Oct 2018,good phone,5.0 ,RM
"I think this is one of the best package in this price segment. Everything is fulfill your satisfaction. - Battery life is very impressive. - Phone feels premium in the hand specially it's very light weight. - Speaker sounds not up to mark and even volume but it's ok. - Design part I love it very much - Picture quality not highly impressive it's average quality they given 13 MP Rear camera | 5 MP front camera. - Processor can get a little hung up every once and a while but it's rarely noticeable. - Phone feels so nice that putting a case on it just feels bad encouraging you not to protect it and you should always use protection otherwise if the phone fall from your hand then your phone maybe damaged. - For long time use this phone is hanging, it run 3-4 apps in the background without lag/hanging. - Video quality is not good for watching movies/ you tube. overall I like this.",19 May 2019,Best in this price,5.0 ,Shraboni
I recently purchased this redmi 6A mobile on Amazon's lightening deal . It worked fine for two days after which pink vertical lines started showing up on the screen . It seems like a defect on the display part .And this mobile also had some problems with the mic . I am returning this and hoping for MI to correct this issue soon with its further models .,06 Nov 2018,Disappointed with this product of MI.,1.0 ,Aruna
"Redme 6A-2GB, 32GB is my Version Pros: 1. Good Battery Backup 2. Fast Charging (2 hrs. 90℅) 3. OTG support (with mi flle manager app, otg works smoothly) 4. Thin, compact and low weight 5. MIUI 10 Support 6. Display and cameras are, for the price, not bad 7. Processing speed, network speed and sound quality - fair (not bad) Cons: 1. I've got it for Rs.7500 and at that price, better options are there now. (I don't know whether any price drop now) anyhow, for a sum of ₹ 6500 it's still a fair deal.",16 Nov 2018,Good,4.0 ,Sethunadh Kumarakom
Super design and performance excellent... Mi for low amount and gives high performance.. good at design best at performance,20 Apr 2019,Thank you .. awesome one,3.0 ,Pranav Bhushan
